vendor_id,legal_name,trading_name,vendor_type,country,market,currency,tax_id,registration_id,primary_contact,contact_email,payment_terms,incoterms,lead_time_days,minimum_order_quantity,return_terms,bank_information_status,document_type,document_status,document_issue_date,document_expiry_date,insurance_status,ethical_trade_status,sustainability_status,vendor_authorization,submitted_at,onboarding_owner,compliance_owner,commercial_owner,lifecycle_status,revision_number,source_business_unit,planned_purchase_value,value_currency,planned_item_count,strategic_tier,planned_launch_date,downstream_dependency,approved_at
VENDOR-DEMO-0134,Fictional Supplier 0134,Fictional Supplier 0134,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0134,DEMO-NOT-VALID-REG-0134,Fictional Contact 134,demo134@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0135,Fictional Supplier 0135,Fictional Supplier 0135,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0135,DEMO-NOT-VALID-REG-0135,Fictional Contact 135,demo135@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0136,Fictional Supplier 0136,Fictional Supplier 0136,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0136,DEMO-NOT-VALID-REG-0136,Fictional Contact 136,demo136@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0137,Fictional Supplier 0137,Fictional Supplier 0137,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0137,DEMO-NOT-VALID-REG-0137,Fictional Contact 137,demo137@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0138,Fictional Supplier 0138,Fictional Supplier 0138,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0138,DEMO-NOT-VALID-REG-0138,Fictional Contact 138,demo138@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0139,Fictional Supplier 0139,Fictional Supplier 0139,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0139,DEMO-NOT-VALID-REG-0139,Fictional Contact 139,demo139@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0140,Fictional Supplier 0140,Fictional Supplier 0140,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0140,DEMO-NOT-VALID-REG-0140,Fictional Contact 140,demo140@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0141,Fictional Supplier 0141,Fictional Supplier 0141,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0141,DEMO-NOT-VALID-REG-0141,Fictional Contact 141,demo141@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0142,Fictional Supplier 0142,Fictional Supplier 0142,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0142,DEMO-NOT-VALID-REG-0142,Fictional Contact 142,demo142@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0143,Fictional Supplier 0143,Fictional Supplier 0143,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0143,DEMO-NOT-VALID-REG-0143,Fictional Contact 143,demo143@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0144,Fictional Supplier 0144,Fictional Supplier 0144,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0144,DEMO-NOT-VALID-REG-0144,Fictional Contact 144,demo144@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0145,Fictional Supplier 0145,Fictional Supplier 0145,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0145,DEMO-NOT-VALID-REG-0145,Fictional Contact 145,demo145@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0146,Fictional Supplier 0146,Fictional Supplier 0146,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0146,DEMO-NOT-VALID-REG-0146,Fictional Contact 146,demo146@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0147,Fictional Supplier 0147,Fictional Supplier 0147,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0147,DEMO-NOT-VALID-REG-0147,Fictional Contact 147,demo147@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0148,Fictional Supplier 0148,Fictional Supplier 0148,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0148,DEMO-NOT-VALID-REG-0148,Fictional Contact 148,demo148@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0149,Fictional Supplier 0149,Fictional Supplier 0149,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0149,DEMO-NOT-VALID-REG-0149,Fictional Contact 149,demo149@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0150,Fictional Supplier 0150,Fictional Supplier 0150,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0150,DEMO-NOT-VALID-REG-0150,Fictional Contact 150,demo150@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0151,Fictional Supplier 0151,Fictional Supplier 0151,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0151,DEMO-NOT-VALID-REG-0151,Fictional Contact 151,demo151@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0152,Fictional Supplier 0152,Fictional Supplier 0152,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0152,DEMO-NOT-VALID-REG-0152,Fictional Contact 152,demo152@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0153,Fictional Supplier 0153,Fictional Supplier 0153,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0153,DEMO-NOT-VALID-REG-0153,Fictional Contact 153,demo153@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0154,Fictional Supplier 0154,Fictional Supplier 0154,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0154,DEMO-NOT-VALID-REG-0154,Fictional Contact 154,demo154@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0155,Fictional Supplier 0155,Fictional Supplier 0155,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0155,DEMO-NOT-VALID-REG-0155,Fictional Contact 155,demo155@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0156,Fictional Supplier 0156,Fictional Supplier 0156,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0156,DEMO-NOT-VALID-REG-0156,Fictional Contact 156,demo156@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0157,Fictional Supplier 0157,Fictional Supplier 0157,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0157,DEMO-NOT-VALID-REG-0157,Fictional Contact 157,demo157@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0158,Fictional Supplier 0158,Fictional Supplier 0158,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0158,DEMO-NOT-VALID-REG-0158,Fictional Contact 158,demo158@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0159,Fictional Supplier 0159,Fictional Supplier 0159,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0159,DEMO-NOT-VALID-REG-0159,Fictional Contact 159,demo159@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0160,Fictional Supplier 0160,Fictional Supplier 0160,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0160,DEMO-NOT-VALID-REG-0160,Fictional Contact 160,demo160@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0161,Fictional Supplier 0161,Fictional Supplier 0161,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0161,DEMO-NOT-VALID-REG-0161,Fictional Contact 161,demo161@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0162,Fictional Supplier 0162,Fictional Supplier 0162,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0162,DEMO-NOT-VALID-REG-0162,Fictional Contact 162,demo162@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0163,Fictional Supplier 0163,Fictional Supplier 0163,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0163,DEMO-NOT-VALID-REG-0163,Fictional Contact 163,demo163@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0164,Fictional Supplier 0164,Fictional Supplier 0164,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0164,DEMO-NOT-VALID-REG-0164,Fictional Contact 164,demo164@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0165,Fictional Supplier 0165,Fictional Supplier 0165,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0165,DEMO-NOT-VALID-REG-0165,Fictional Contact 165,demo165@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0166,Fictional Supplier 0166,Fictional Supplier 0166,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0166,DEMO-NOT-VALID-REG-0166,Fictional Contact 166,demo166@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0167,Fictional Supplier 0167,Fictional Supplier 0167,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0167,DEMO-NOT-VALID-REG-0167,Fictional Contact 167,demo167@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0168,Fictional Supplier 0168,Fictional Supplier 0168,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0168,DEMO-NOT-VALID-REG-0168,Fictional Contact 168,demo168@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0169,Fictional Supplier 0169,Fictional Supplier 0169,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0169,DEMO-NOT-VALID-REG-0169,Fictional Contact 169,demo169@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0170,Fictional Supplier 0170,Fictional Supplier 0170,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0170,DEMO-NOT-VALID-REG-0170,Fictional Contact 170,demo170@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0171,Fictional Supplier 0171,Fictional Supplier 0171,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0171,DEMO-NOT-VALID-REG-0171,Fictional Contact 171,demo171@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0172,Fictional Supplier 0172,Fictional Supplier 0172,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0172,DEMO-NOT-VALID-REG-0172,Fictional Contact 172,demo172@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0173,Fictional Supplier 0173,Fictional Supplier 0173,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0173,DEMO-NOT-VALID-REG-0173,Fictional Contact 173,demo173@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0174,Fictional Supplier 0174,Fictional Supplier 0174,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0174,DEMO-NOT-VALID-REG-0174,Fictional Contact 174,demo174@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0175,Fictional Supplier 0175,Fictional Supplier 0175,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0175,DEMO-NOT-VALID-REG-0175,Fictional Contact 175,demo175@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0176,Fictional Supplier 0176,Fictional Supplier 0176,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0176,DEMO-NOT-VALID-REG-0176,Fictional Contact 176,demo176@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0177,Fictional Supplier 0177,Fictional Supplier 0177,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0177,DEMO-NOT-VALID-REG-0177,Fictional Contact 177,demo177@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0178,Fictional Supplier 0178,Fictional Supplier 0178,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0178,DEMO-NOT-VALID-REG-0178,Fictional Contact 178,demo178@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0179,Fictional Supplier 0179,Fictional Supplier 0179,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0179,DEMO-NOT-VALID-REG-0179,Fictional Contact 179,demo179@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0180,Fictional Supplier 0180,Fictional Supplier 0180,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0180,DEMO-NOT-VALID-REG-0180,Fictional Contact 180,demo180@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0181,Fictional Supplier 0181,Fictional Supplier 0181,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0181,DEMO-NOT-VALID-REG-0181,Fictional Contact 181,demo181@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0182,Fictional Supplier 0182,Fictional Supplier 0182,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0182,DEMO-NOT-VALID-REG-0182,Fictional Contact 182,demo182@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0183,Fictional Supplier 0183,Fictional Supplier 0183,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0183,DEMO-NOT-VALID-REG-0183,Fictional Contact 183,demo183@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0184,Fictional Supplier 0184,Fictional Supplier 0184,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0184,DEMO-NOT-VALID-REG-0184,Fictional Contact 184,demo184@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0185,Fictional Supplier 0185,Fictional Supplier 0185,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0185,DEMO-NOT-VALID-REG-0185,Fictional Contact 185,demo185@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0186,Fictional Supplier 0186,Fictional Supplier 0186,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0186,DEMO-NOT-VALID-REG-0186,Fictional Contact 186,demo186@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
VENDOR-DEMO-0187,Fictional Supplier 0187,Fictional Supplier 0187,Manufacturer,India,IN,INR,DEMO-NOT-VALID-TAX-0187,DEMO-NOT-VALID-REG-0187,Fictional Contact 187,demo187@example.com,Net 45,FOB,30,24,Defects accepted within 30 days,Verified,Business registration,Approved,2026-08-21,2027-09-20,Valid,Approved,Current,Approved,2026-09-20T15:20:08.334157+00:00,Vendor Operations,Compliance,Buying,Received,1,Fashion,39000,INR,1,Core,2026-11-19,Catalog and PO,
